rank,lemma,gloss,kind,ref_count,ref_coverage
1765,ἀρόω,to plough,L,19,92.92
1766,πῃ,"in some way, somehow",F,19,92.92
1767,χαλκός,copper,,19,92.93
1768,φιάλη,"a broad, flat vessel, a bowl",,19,92.93
1769,νέω2,to spin,L,19,92.93
1770,τάφος,"a burial, funeral",,19,92.94
1771,ἐσθής,"dress, clothing, raiment",,19,92.94
1772,κλῆρος,"lot, casting of lots, allotment",,19,92.95
1773,ἑσπέρα,"evening, eventide, eve",,19,92.95
1774,ἐρύω2,"protect, guard",L,19,92.95
1775,ὕω,"to send rain, to rain",L,19,92.96
1776,συκῆ,the fig-tree,L,19,92.96
1777,ὑπόδημα,"sandal, shoe",L,19,92.97
1778,μοιχεύω,to commit adultery with,L,19,92.97
1779,πλήρωμα,a full measure; crew,,19,92.97
1780,μαλακός,soft,,19,92.98
1781,προφητεία,the gift of interpreting the will of the gods,L,19,92.98
1782,πατάσσω,"to beat, knock",L,19,92.99
1783,κτίσις,"a founding, foundation",,19,92.99
1784,μαθητός,"learnt, that may be learnt",,19,92.99
1785,ὄντως,"really, actually > εἰμί",,19,93
1786,φρόνησις,"thought, practical wisdom, purpose",L,19,93
1787,ζῆλος,"eager rivalry, zealous imitation, emulation",,19,93.01
1788,ἐπουράνιος,"in heaven, heavenly",,19,93.01
1789,σκηνάω,"to dwell, live",L,19,93.01
1790,βαρβαρικός,"barbaric, foreign, like a foreigner",,19,93.02
1791,σκεπτέος,one must reflect,,19,93.02
1792,μείων,less,,19,93.03
1793,δῆτα,"certainly, to be sure, of course",F,19,93.03
1794,κλῄζω,"to make famous; mention, call",L,18,93.03
1795,ναυτικός,"seafaring, naval",,18,93.04
1796,τριηραρχέω,to be a captain of a trireme,L,18,93.04
1797,ναυμαχέω,to fight in a ship,L,18,93.05
1798,ἄκριτος,"undistinguishable, unarranged, disorderly",L,18,93.05
1799,κακόω,"to treat ill, maltreat, afflict, distress",L,18,93.05
1800,ὁπόθεν,"whence, from what place",F,18,93.06
1801,ἄγνυμι,"to break, shiver",L,18,93.06
1802,ἀντέχω,"to hold out against, withstand",L,18,93.07
1803,ἀμαθής,"unlearned, ignorant, stupid, boorish",,18,93.07
1804,φοιτάω,"to go to and fro, up and down, to stalk",L,18,93.07
1805,ἕβδομος,seventh,,18,93.08
1806,οὐδαμοῦ,nowhere,,18,93.08
1807,κατάστασις,"a settling, appointing, appointment, institution",,18,93.08
1808,τάφρος,"a ditch, trench",,18,93.09
1809,οὐδέτερος,"not either, neither of the two",,18,93.09
1810,ἥρως,hero,,18,93.1
1811,ἄμπελος,clasping tendrils,,18,93.1
1812,ὅρος,"a boundary, landmark",,18,93.1
1813,παράνομος,"acting contrary to law, lawless",,18,93.11
1814,ὑπόθεσις,"proposal, subject, supposition",L,18,93.11
1815,ἔρις,"strife, quarrel, debate, contention",,18,93.11
1816,τόλμα,"courage, to undertake",,18,93.12
1817,πορθέω,"to destroy, ravage, waste, plunder",L,18,93.12
1818,διοικέω,to manage a house,L,18,93.13
1819,συνοικέω,to dwell together,L,18,93.13
1820,ὑμνέω,"to sing, laud, sing of",L,18,93.13
1821,μηδαμός,none,,18,93.14
1822,δωρέω,"to give, present",L,18,93.14
1823,ἀργός,"shining, bright, glistening",,18,93.15
1824,ἔντιμος,"in honour, honoured, prized",L,18,93.15
1825,ἱκετεύω,to approach as a suppliant,L,18,93.15
1826,ἀπωθέω,"to thrust away, push back",L,18,93.16
1827,μόγις,"(with toil and pain); barely, scarcely",,18,93.16
1828,κάρτα,"very, very, much, extremely",,18,93.16
1829,ἀριστάω,to take breakfast,L,18,93.17
1830,πῆ,[Dor. in what way? how?],F,18,93.17
1831,ἀριστερός,"left, on the left",,18,93.18
1832,πρίασθαι,to buy,L,18,93.18
1833,ὄφις,"a serpent, snake",,18,93.18
1834,σιγάω,to be silent,L,18,93.19
1835,παιδίσκη,"a young girl, maiden",L,18,93.19
1836,πιπράσκω,to sell,L,18,93.2
1837,ἔλεγχος,"a reproach, disgrace, dishonour",,18,93.2
1838,θρίξ,the hair of the head,,18,93.2
1839,κληρονομέω,"to receive a share of an inheritance, to inherit a portion",L,18,93.21
1840,χορτάζω,"to feed, fatten",L,18,93.21
1841,τελώνης,a tax collector,L,18,93.21
1842,χόρτος,a feeding-place; fodder,,18,93.22
1843,ἀπώλεια,destruction,,18,93.22
1844,ἐκρήγνυμι,"to break off, snap asunder",L,18,93.23
1845,ἐξαράσσω,"to dash out, shatter",L,18,93.23
1846,χωλός,lame,L,18,93.23
1847,βλασφημία,a profane speech,L,18,93.24
1848,κατακρίνω,to give as sentence against,L,18,93.24
1849,κλάω,"to break, break off",L,18,93.25
1850,φυτεύω,to plant,L,18,93.25
1851,εἰσπορεύω,to lead into,L,18,93.25
1852,κληρονόμος,one who receives a portion,,18,93.26
1853,ὑψόω,"to lift high, raise up",L,18,93.26
1854,μύρον,"sweet juice extracted form plants, sweet-oil, unguent, balsam",,18,93.26
1855,ἄφεσις,"a letting go, dismissal",,18,93.27
1856,ἐπιλήθω,to cause to forget,L,18,93.27
1857,ἐπιδημέω,"to be at home, live at home",L,18,93.28
1858,καπνός,smoke,,18,93.28
1859,ἄγνοια,"want of perception, ignorance",L,18,93.28
1860,λειτουργέω,to serve public offices at one's own cost,L,18,93.29
1861,ἄμη,a shovel,,18,93.29
1862,ὑγίεια,"health, soundness",,18,93.3
1863,ἀγγέλλω,to bear a message,L,17,93.3
1864,βοήθεια,"help, aid, rescue, support",L,17,93.3
1865,ἐρημία,"a solitude, desert, wilderness",,17,93.31
1866,πέλαγος,the sea,,17,93.31
1867,ὕψος,height,,17,93.31
1868,αὐλίζομαι,"to lie in the court-yard, to live, to camp",L,17,93.32
1869,ἐπεξέρχομαι,"to go out against, make a sally against",L,17,93.32
1870,θεράπων,"a waiting-man, attendant",,17,93.32
1871,προσγίγνομαι,"to come in addition, to accrue, to support",L,17,93.33
1872,προκαλέω,to call forth,L,17,93.33
1873,ἐνδίδωμι,to give in,L,17,93.34
1874,γέλως,laughter,L,17,93.34
1875,παρατάσσω,"to place side by side, draw up in battle-order",L,17,93.34
1876,σεισμός,"a shaking, shock",,17,93.35
1877,φθείρω,"to ruin, waste, spoil, destroy",L,17,93.35
1878,συμπράσσω,to join or help in doing,L,17,93.35
1879,ἐπέξειμι,"go out against, prosecute",L,17,93.36
1880,παραμένω,to stay beside,L,17,93.36
1881,ὑπήκοος,"giving ear, listening to",L,17,93.36
1882,ἀστός,"a townsman, citizen",,17,93.37
1883,πρόνοια,"foresight, foreknowledge",L,17,93.37
1884,φίλιος,"friendly, of friendship; dear, beloved",L,17,93.38
1885,τεκμαίρομαι,to fix by a mark,L,17,93.38
1886,λύχνος,"a portable light, a lamp",,17,93.38
1887,φιλοτιμέομαι,to be ambitious,L,17,93.39
1888,σοφιστής,a master of one's craft,,17,93.39
1889,πενθέω,"to bewail, lament, mourn for",L,17,93.39
1890,ὀκνέω,to shrink,L,17,93.4
1891,ἀνάστατος,"made to rise up and depart, driven from one's home",,17,93.4
1892,μηδαμῶς,not at all,,17,93.4
1893,ἐμποδών,"at the feet, in the way, in one's path",,17,93.41
1894,κατεῖδον,to look down,L,17,93.41
1895,συστρατεύω,to make a campaign,L,17,93.42
1896,βασιλικός,"royal, kingly",,17,93.42
1897,ἀσέβεια,"ungodliness, impiety, profaneness",L,17,93.42
1898,ἀνδροφόνος,man-slaying,,17,93.43
1899,ἄδηλος,not seen,L,17,93.43
1900,χῶρος2,north-west wind,,17,93.43
1901,προβαίνω,"to step on, step forward, advance",L,17,93.44
1902,σπουδαῖος,"earnest, serious",,17,93.44
1903,αἰδώς,"a sense of shame, shame, modesty, self-respect",L,17,93.44
1904,τίνω,to pay a price,L,17,93.45
1905,ἐπείρομαι,ask besides,L,17,93.45
1906,ὄρθιος,"straight up, going upwards, steep, uphill",L,17,93.46
1907,οὐδαμῇ,"nowhere, in no place",,17,93.46
1908,νεανίας,young man,,17,93.46
1909,κωφός,"blunt, dull, obtuse",,17,93.47
1910,μαντεύομαι,"to divine, prophesy, presage",L,17,93.47
1911,πόα,"grass, herb",,17,93.47
1912,δόλος,"a bait, trap, cunning",,17,93.48
1913,χεῖλος,lip,,17,93.48
1914,νήπιος,"infant, childish",,17,93.48
1915,συμμείγνυμι,"mix together, commingle",L,17,93.49
1916,πρεσβύτης2,old man,L,17,93.49
1917,σφραγίς,"a seal, signet, seal-ring",,17,93.49
1918,συνέχω,"to hold or keep together, secure; mid. to be afflicted",L,17,93.5
1919,σκοτία,"darkness, gloom",L,17,93.5
1920,κρυπτός,"hidden, secret",,17,93.51
1921,νίζω,to wash the hands,L,17,93.51
1922,ἐργάτης,a workman,,17,93.51
1923,κοινωνός,"a companion, partner",,17,93.52
1924,πυλών,"a gateway, gate-house",L,17,93.52
1925,βῆμα,"a step, pace; a platform",,17,93.52
1926,ἐπαύριον,on the morrow,,17,93.53
1927,αὐτόματος,"acting of one's own will, of oneself",,17,93.53
1928,ἀνακρίνω,"to examine closely, to question, interrogate",L,17,93.53
1929,ὀνίνημι,"to profit, benefit, help, assist",L,17,93.54
1930,χάρισμα,"a grace, favour: a free gift, gift of God's grace",,17,93.54
1931,ἀσεβής,"ungodly, godless, unholy, profane",,17,93.55
1932,εὐλογία,good,L,17,93.55
1933,συνεργός,"working together, joining",L,17,93.55
1934,ὄφελος,"furtherance, advantage, help",,17,93.56
1935,εὐλαβέομαι,"to be discreet, cautious, beware",L,17,93.56
1936,ἐπιλείπω,"to leave behind; to run out, fail",L,17,93.56
1937,οἰόομαι,"to be left alone, abandoned, forsaken.",L,17,93.57
1938,πάμπολυς,"very much, great, large",,17,93.57
1939,δημιουργέω,"to practise a trade, do work",L,17,93.57
1940,εἰσφορά,a gathering in,,17,93.58
1941,φρουρέω,to keep watch,L,16,93.58
1942,ἄκρα,"a headland, foreland, cape",L,16,93.59
1943,ναύτης,"a sailor, seaman; a fellow sailor",,16,93.59
1944,ὁπλίζω,"to equip, make ready; to arm",L,16,93.59
1945,εὔπορος,easy to pass,,16,93.6
1946,ἐμπειρία,experience,,16,93.6
1947,λάθρῃ,"secretly, covertly, by stealth, treacherously",,16,93.6
1948,σιδήρεος,made of iron,L,16,93.61
1949,ἐγκαταλείπω,to leave behind,L,16,93.61
1950,καταπλέω,to sail down,L,16,93.61
1951,ἀσκέω,"to work curiously, form by art, fashion",L,16,93.62
1952,ἡμερόω,"to tame, make tame",L,16,93.62
1953,τεύχω,"to make ready, make, build, work",L,16,93.62
1954,τόξευμα,"that which is shot, an arrow",,16,93.63
1955,ἀναφαίνω,"to make to give light, make to blaze up",L,16,93.63
1956,τοσόσδε,"so strong, so able",,16,93.63
1957,αἰχμάλωτος,"taken by the spear, captive to one's spear, taken prisoner",L,16,93.64
1958,ἐπαείδω,"to sing to, to sing incantations, to soothe by singing",L,16,93.64
1959,προστάτης,"one who stands before, a front-rank-man",,16,93.64
1960,οἴκημα,"any inhabited place, a dwellingplace",L,16,93.65
1961,περιαιρέω,"to take off something that surrounds, take off an outer coat, take away, strip off",L,16,93.65
1962,ἐνοικέω,to dwell in,L,16,93.65
1963,οὐδεπώποτε,"nor yet at any time, never yet at any time",,16,93.66
1964,γείτων,"one of the same land, a neighbour",,16,93.66
1965,ὑποτίθημι,"to place under, to suggest",L,16,93.66
1966,συμπίπτω,"to fall together, meet in battle, come to blows",L,16,93.67
1967,τετρακισχίλιοι,four thousand,,16,93.67
1968,σίδηρος,iron,L,16,93.67
1969,ἄδεια,"freedom from fear: safe conduct, indemnity",L,16,93.68
1970,ἠμί,to say,L,16,93.68
1971,ἐργασία,"work, daily labour, business",,16,93.68
1972,πραότης,"mildness, gentleness",,16,93.69
1973,ἐνίημι,to send in,L,16,93.69
1974,ἀθλητής,a prizefighter,L,16,93.69
1975,ἑκάστοτε,"each time, on each occasion",,16,93.7
1976,ζεῦγος,"a yoke of beasts, a pair of mules, oxen",,16,93.7
1977,γυμνάζω,"to train naked, train in gymnastic exercise",L,16,93.7
1978,συμβόλαιος,of or concerning contracts,,16,93.71
1979,καταγέλαστος,"ridiculous, absurd",,16,93.71
1980,χρησμός,"the answer of an oracle, oracular response, oracle",L,16,93.71
1981,σεμνός,"revered, august, holy, awful",,16,93.72
1982,εὐσεβής,"pious, religious, righteous",,16,93.72
1983,ᾠδή,"a song, lay, ode",,16,93.73
1984,ἐξηγέομαι,to be leader of,L,16,93.73
1985,ἁρμόζω,"to fit together, join",L,16,93.73
1986,εὐχή,"a prayer, vow",L,16,93.74
1987,ἀθροίζω,"to gather together, to muster",L,16,93.74
1988,ἆθλον,the prize of contest,L,16,93.74
1989,ἄφθονος,without envy,,16,93.75
1990,γεωργέω,"to be a husbandman, farmer",L,16,93.75
1991,πεντεκαίδεκα,fifteen,L,16,93.75
1992,ὀφλισκάνω,"to owe, to be liable to pay",L,16,93.76
1993,μεθύσκω,"to make drunk, intoxicate, inebriate",L,16,93.76
1994,μακράν,"a long way, far, far away",,16,93.76
1995,ἄργυρος,silver,,16,93.77
1996,ἀργύρεος,"silver, of silver",,16,93.77
1997,εἴρω,"to fasten together in rows, to string",L,16,93.77
1998,πεντακισχίλιοι,five thousand,,16,93.78
1999,ἀμήχανος,without means,,16,93.78
2000,ὁμοῦ,"at the same place, together",F,16,93.78
2001,δορυφόρος,spear-bearing,,16,93.79
2002,δίκτυον,"a casting-net, a net",,16,93.79
2003,γέρων,"an old man (in apposition as adj., old)",,16,93.79
2004,κατεσθίω,"to eat up, devour",L,16,93.8
2005,γαστήρ,"the paunch, belly",,16,93.8
2006,σελήνη,the moon,,16,93.8
2007,ἁπαλός,"soft to the touch, tender",,16,93.81
2008,κάλαμος,a reed,L,16,93.81
2009,στράπτω,to lighten,L,16,93.81
2010,ἑκατοντάρχης,leader of a hundred,,16,93.82
2011,ξηραίνω,"to parch up, dry up",L,16,93.82
2012,διαλογίζομαι,to balance accounts,L,16,93.82
2013,δηνάριον,a denary,,16,93.83
2014,πῶλος,"a foal, young horse",L,16,93.83
2015,ὄϊς,sheep,,16,93.83
2016,δέσμιος,binding,L,16,93.84
2017,ἄγος,"pollution, expiation",L,16,93.84
2018,ἀνακράζω,"to cry out, lift up the voice",L,16,93.84
2019,βροντή,thunder,,16,93.85
2020,ἀθετέω,to set aside,L,16,93.85
2021,διήγησις,"narrative, statement",,16,93.85
2022,περιτέμνω,to cut,L,16,93.86
2023,θεμέλιος,of or for the foundation; (abs.) foundation (stone),,16,93.86
2024,ἕξις,"a having, possession",,16,93.86
2025,ἐπειδάν,whenever.,,16,93.87
2026,οἶος,"alone, lone, lonely",,16,93.87
2027,σκυτοτόμος,"a leather-cutter, a worker in leather",,16,93.88
2028,ἐπιθυμιάω,to offer incense,L,16,93.88
2029,οἰστός,"that must be borne, endurable",,16,93.88
2030,ἰσθμός,"neck, narrow passage",L,15,93.89
2031,ἀϋτέω,"cry, shout",L,15,93.89
2032,ἔργω,to bar one's way,L,15,93.89
2033,μετέωρος,"raised from the ground, hanging",,15,93.89
2034,εὐτυχέω,"to be well off, successful, prosperous",L,15,93.9
2035,ἑκούσιος,voluntary,,15,93.9
2036,ὀψέ,"after a long time, late",,15,93.9
2037,ἀφανής,"unseen, invisible, viewless",,15,93.91
2038,ἀντιτάσσω,"to set opposite to, range in battle against",L,15,93.91
2039,συντάσσω,to put in order together,L,15,93.91
2040,τραχύς,"rugged, rough",,15,93.92
2041,περιέρχομαι,"to go round, go about",L,15,93.92
2042,ἐπιμέλεια,"care, attention",L,15,93.92
2043,φόρος,"tribute, payment",,15,93.93
2044,μῆκος,length,,15,93.93
2045,καθέζομαι,"to sit down, take one's seat",L,15,93.93
2046,φρόνημα,"one's mind, spirit",L,15,93.94
2047,περιτίθημι,to place round,L,15,93.94
2048,ἀποστρέφω,"to turn back, turn to flight, turn away",L,15,93.94
2049,δόρυ,"tree, plank, spear",,15,93.95
2050,πρόσοδος,"approach, income",,15,93.95
2051,διῶρυξ,"a trench, conduit, canal",,15,93.95
2052,φορέω,to bear,L,15,93.96
2053,ἁρπάγη,"hook, rake, grappling iron",,15,93.96
2054,κηδεστής,a connexion by marriage,,15,93.96
2055,διατριβή,a way of spending time,,15,93.97
2056,διπλάσιος,"twofold, double, twice as much as, twice as many as, as long as",,15,93.97
2057,ἐρρωμένος,"in good health, stout, vigorous",,15,93.97
2058,νουθετέω,"to put in mind, to admonish, warn, advise",L,15,93.97
2059,διομολογέω,"to make an agreement, undertake",L,15,93.98
2060,μελετάω,"to care for, attend to",L,15,93.98
2061,ὀρχέομαι,to dance in a row,L,15,93.98
2062,διακελεύομαι,"to exhort, give orders, direct",L,15,93.99
2063,νεάω,to plough up anew,L,15,93.99
2064,σῶς,"safe and sound, alive and well, in good case",,15,93.99
2065,ξενίζω,"to receive a guest; to surprise, to make strange",L,15,94
2066,ὀδούς,tooth,,15,94
2067,χρῄζω,"to need, want, lack, have need of",L,15,94
2068,εὐήθης,"good-hearted, open-hearted, simpleminded, guileless",,15,94.01
2069,σέβομαι,to feel awe,L,15,94.01
2070,τῇδε,"here, thus",,15,94.01
